CustomerID,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
54,655.0,Male,41.0,8.0,125561.97,1.0,0,0,164040.94
55,601.0,Male,42.0,1.0,98495.72,1.0,1,0,40014.76
56,619.0,Male,43.0,1.0,125211.92,1.0,1,1,113410.49
57,656.0,Male,45.0,5.0,127864.4,1.0,1,0,87107.57
58,725.0,Male,19.0,0.0,75888.2,1.0,0,0,45613.75
59,511.0,Female,62.0,4.0,0.0,1.0,1,0,1643.11
60,614.0,Male,51.0,4.0,40685.92,1.0,1,1,46775.28
61,742.0,Male,35.0,5.0,136857.0,1.0,0,0,84509.57
62,687.0,Female,27.0,9.0,152328.88,2.0,0,0,126494.82
63,555.0,Male,33.0,1.0,56084.69,2.0,0,0,178798.13
64,684.0,Male,56.0,8.0,78707.16,1.0,1,1,99398.36
65,603.0,Male,26.0,4.0,109166.37,1.0,1,1,92840.67
66,751.0,Female,36.0,6.0,169831.46,2.0,1,1,27758.36
67,581.0,Female,34.0,1.0,101633.04,1.0,1,0,110431.51
68,735.0,Male,43.0,10.0,123180.01,2.0,1,1,196673.28
69,661.0,Female,37.0,5.0,150725.53,1.0,0,1,113656.85
70,675.0,Female,21.0,8.0,98373.26,1.0,1,0,18203.0
71,738.0,Male,58.0,2.0,133745.44,3.5,1,0,28373.86
72,813.0,Male,29.0,6.0,0.0,1.0,1,0,33953.87
73,657.0,Female,37.0,0.0,163607.18,1.0,0,1,44203.55
74,604.0,Female,25.0,5.0,97259.25,2.0,1,1,58426.81
75,519.0,Male,36.0,9.0,0.0,2.0,0,1,145562.4
76,735.0,Female,21.0,1.0,178718.19,2.0,1,0,22388.0
77,664.0,Male,55.0,8.0,0.0,2.0,1,1,139161.64
78,678.0,Female,32.0,9.0,0.0,1.0,1,1,148210.64
79,757.0,Male,33.0,5.0,77253.22,1.0,0,1,194239.63
80,416.0,Female,41.0,10.0,122189.66,2.0,1,0,98301.61
81,665.0,Female,34.0,1.0,96645.54,2.0,0,0,171413.66
82,777.0,Female,37.0,2.0,0.0,1.0,1,0,136458.19
83,543.0,Female,36.0,3.0,0.0,2.0,0,0,26019.59
84,506.0,Female,34.0,4.0,90307.62,1.0,1,1,159235.29
85,493.0,Female,46.0,4.0,0.0,2.0,1,0,1907.66
86,652.0,Female,62.0,10.0,0.0,2.0,1,1,114675.75
87,750.0,Male,22.0,3.0,121681.82,1.0,1,0,128643.35
88,729.0,Male,30.0,9.0,0.0,2.0,1,0,151869.35
89,646.0,Female,46.0,4.0,0.0,3.0,1,0,93251.42
90,635.0,Female,28.0,3.0,81623.67,2.0,1,1,156791.36
91,647.0,Female,44.0,5.0,0.0,3.0,1,1,174205.22
92,808.0,Male,45.0,7.0,118626.55,2.0,1,0,147132.46
93,524.0,Female,36.0,10.0,0.0,2.0,1,0,109614.57
94,769.0,Male,37.0,8.0,0.0,2.0,1,1,172290.61
95,730.0,Male,42.0,4.0,0.0,2.0,0,1,85982.47
96,515.0,Male,35.0,10.0,176273.95,1.0,0,1,121277.78
97,773.0,Male,41.0,9.0,102827.44,1.0,0,1,64595.25
98,814.0,Male,29.0,8.0,97086.4,2.0,1,1,197276.13
99,710.0,Male,22.0,8.0,0.0,2.0,0,0,99645.04
100,413.0,Male,34.0,9.0,0.0,2.0,0,0,6534.18
101,665.0,Female,40.0,6.0,0.0,1.0,1,1,161848.03
102,623.0,Female,44.0,6.0,0.0,2.0,0,0,167162.43
103,738.0,Male,31.0,9.0,82674.15,1.0,1,0,41970.72
104,528.0,Male,36.0,7.0,0.0,2.0,1,0,60536.56
105,670.0,Female,37.0,1.0,0.0,1.0,1,1,177655.68
106,622.0,Female,46.0,4.0,107073.27,2.0,1,1,30984.59
107,582.0,Male,32.0,1.0,88938.62,1.0,1,1,10054.53
108,651.0,Female,36.0,2.0,99806.85,1.0,0,1,36976.52
109,605.0,Male,33.0,5.0,150092.8,1.0,0,0,71862.79
110,479.0,Male,35.0,9.0,92833.89,1.0,1,0,99449.86
111,685.0,Male,30.0,3.0,90536.81,1.0,0,1,63082.88
112,538.0,Male,39.0,7.0,108055.1,2.0,1,0,27231.26
113,562.0,Male,42.0,2.0,100238.35,1.0,0,0,86797.41
114,675.0,Male,36.0,9.0,106190.55,1.0,0,1,22994.32
115,721.0,Male,28.0,9.0,154475.54,2.0,0,1,101300.94
116,628.0,Female,30.0,9.0,132351.29,2.0,1,1,74169.13
117,668.0,Female,37.0,6.0,167864.4,1.0,1,0,115638.29
118,506.0,Female,41.0,1.0,0.0,2.0,1,0,31766.3
119,524.0,Female,31.0,8.0,107818.63,1.0,1,0,199725.39
120,699.0,Male,34.0,4.0,185173.81,2.0,1,0,120834.48
121,828.0,Male,34.0,8.0,129433.34,2.0,0,0,38131.77
122,674.0,Male,39.0,6.0,120193.42,1.0,0,0,100130.95
123,656.0,Female,39.0,6.0,0.0,2.0,1,0,141069.88
124,684.0,Female,48.0,10.0,126384.42,1.0,1,1,198129.36
125,625.0,Female,28.0,3.0,0.0,1.0,0,0,183646.41
126,432.0,Male,42.0,9.0,152603.45,1.0,1,0,110265.24
127,549.0,Female,52.0,1.0,0.0,1.0,0,1,8636.05
128,625.0,Male,56.0,0.0,148507.24,1.0,1,0,46824.08
129,828.0,Female,41.0,7.0,0.0,2.0,1,0,171378.77
130,770.0,Male,24.0,9.0,101827.07,1.0,1,0,167256.35
131,758.0,Female,34.0,3.0,0.0,2.0,1,1,124226.16
132,795.0,Female,33.0,9.0,130862.43,1.0,1,1,114935.21
133,687.0,Male,38.0,9.0,122570.87,1.0,1,1,35608.88
134,686.0,Male,25.0,1.0,0.0,2.0,0,1,16459.37
135,789.0,Male,39.0,7.0,124828.46,2.0,1,1,124411.08
136,589.0,Female,50.0,5.0,144895.05,2.0,1,1,34941.23
137,461.0,Female,34.0,5.0,63663.93,1.0,0,1,167784.28
138,637.0,Male,40.0,2.0,133463.1,1.0,0,1,93165.34
139,584.0,Female,48.0,2.0,213146.2,1.0,1,0,75161.25
140,579.0,Female,35.0,1.0,129490.36,2.0,0,1,8590.83
141,756.0,Male,44.0,10.0,137452.09,1.0,1,0,189543.9
142,663.0,Male,34.0,7.0,0.0,2.0,1,1,180427.24
143,682.0,Female,43.0,5.0,125851.93,1.0,1,1,193318.33
144,793.0,Male,52.0,2.0,0.0,1.0,1,0,159123.82
145,691.0,Female,31.0,5.0,40915.55,1.0,1,0,126213.84
146,485.0,Female,21.0,5.0,113157.22,1.0,1,1,54141.5
147,635.0,Female,29.0,8.0,138296.94,2.0,1,0,141075.51
148,650.0,Male,37.0,5.0,106967.18,1.0,0,0,24495.03
149,735.0,Male,44.0,9.0,120681.63,1.0,1,0,74836.34
150,416.0,Male,32.0,0.0,0.0,2.0,0,1,878.87
151,754.0,Female,32.0,7.0,0.0,2.0,1,0,89520.75
152,535.0,Female,48.0,9.0,0.0,1.0,1,0,149892.79
153,716.0,Male,42.0,8.0,0.0,2.0,1,0,180800.42
154,539.0,Male,37.0,2.0,127609.59,1.0,1,0,98646.22
155,614.0,Female,43.0,6.0,0.0,2.0,1,1,109041.53
156,706.0,Male,57.0,7.0,0.0,1.0,1,0,17941.16
157,758.0,Female,33.0,7.0,0.0,2.0,0,0,82996.47
158,586.0,Female,28.0,2.0,0.0,2.0,1,1,92067.35
159,646.0,Female,62.0,6.0,97259.25,1.0,0,1,104719.66
160,631.0,Female,33.0,4.0,123246.7,1.0,0,0,112687.57
161,717.0,Female,22.0,6.0,101060.25,1.0,0,1,84699.56
162,684.0,Male,30.0,2.0,0.0,2.0,1,0,83473.82
163,800.0,Female,49.0,7.0,108007.36,1.0,0,0,47125.11
164,721.0,Female,36.0,2.0,0.0,2.0,1,1,106977.8
165,683.0,Male,29.0,0.0,133702.89,1.0,1,0,55582.54
166,660.0,Male,31.0,9.0,125189.75,2.0,1,1,139874.43
167,704.0,Female,24.0,7.0,113034.22,1.0,1,0,162503.48
168,615.0,Female,41.0,9.0,109013.23,1.0,1,0,196499.96
169,667.0,Female,39.0,2.0,0.0,2.0,1,0,40721.24
170,682.0,Male,24.0,9.0,57929.81,2.0,0,0,53134.3
171,484.0,Female,29.0,4.0,130114.39,1.0,1,0,164017.89
172,628.0,Male,27.0,5.0,95826.49,2.0,1,0,155996.96
173,480.0,Male,44.0,10.0,129608.57,1.0,1,0,5472.7
174,578.0,Male,30.0,4.0,169462.09,1.0,1,0,112187.11
175,512.0,Male,40.0,5.0,0.0,2.0,1,1,146457.83
176,484.0,Female,35.0,7.0,133868.21,1.0,1,1,27286.1
177,510.0,Female,30.0,0.0,0.0,2.0,1,1,130553.47
178,606.0,Male,36.0,5.0,190479.48,2.0,0,0,179351.89
179,597.0,Female,40.0,8.0,101993.12,1.0,0,1,94774.12
180,754.0,Female,55.0,3.0,161608.81,1.0,1,0,8080.85
181,850.0,Female,45.0,2.0,122311.21,1.0,1,1,19482.5
182,510.0,Male,62.0,2.0,0.0,2.0,1,1,48071.61
183,778.0,Female,45.0,1.0,162150.42,2.0,1,0,174531.27
184,636.0,Male,42.0,2.0,0.0,2.0,1,1,55470.78
185,804.0,Female,50.0,4.0,0.0,1.0,1,1,8546.87
186,514.0,Male,32.0,8.0,0.0,2.0,1,0,95857.18
187,730.0,Female,39.0,1.0,99010.67,1.0,1,0,194945.8
188,525.0,Female,37.0,0.0,0.0,1.0,0,1,131521.72
189,616.0,Male,30.0,5.0,0.0,2.0,0,1,196108.51
190,687.0,Female,34.0,7.0,111388.18,2.0,1,0,148564.76
191,715.0,Female,41.0,8.0,56214.85,2.0,0,0,92982.61
192,512.0,Female,36.0,3.0,84327.77,2.0,1,0,17675.36
193,479.0,Male,40.0,1.0,0.0,2.0,0,0,114996.43
194,601.0,Male,32.0,8.0,93012.89,1.0,1,0,86957.42
195,580.0,Male,29.0,9.0,61710.44,2.0,1,0,128077.8
196,807.0,Male,35.0,3.0,174790.15,1.0,1,1,600.36
197,616.0,Female,32.0,6.0,0.0,2.0,1,1,43001.46
198,721.0,Male,37.0,3.0,107720.64,1.0,1,1,158591.12
199,501.0,Male,57.0,10.0,0.0,2.0,1,1,47847.19
200,521.0,Male,35.0,6.0,96423.84,1.0,1,0,10488.44
201,850.0,Male,30.0,2.0,141040.01,1.0,1,1,5978.2
202,759.0,Male,42.0,4.0,105420.18,1.0,0,1,121409.06
203,516.0,Male,50.0,5.0,0.0,1.0,0,1,146145.93
204,711.0,Female,38.0,2.0,129022.06,2.0,1,1,14374.86
205,512.0,Male,33.0,3.0,176666.62,1.0,1,0,94670.77
206,550.0,Male,37.0,3.0,0.0,1.0,1,1,179670.31
207,608.0,Female,41.0,3.0,89763.84,1.0,0,0,199304.74
208,618.0,Male,34.0,5.0,134954.53,1.0,1,1,151954.39
209,643.0,Male,45.0,5.0,0.0,1.0,1,0,142513.5
210,671.0,Male,45.0,2.0,106376.85,1.0,0,1,158264.62
211,689.0,Male,33.0,2.0,161814.64,2.0,1,0,169381.9
212,603.0,Male,31.0,8.0,0.0,2.0,1,1,169915.02
213,620.0,Female,41.0,9.0,0.0,2.0,0,0,88852.47
214,676.0,Female,34.0,1.0,63095.01,1.0,1,1,40645.81
215,572.0,Male,26.0,4.0,118287.01,2.0,0,0,60427.3
216,668.0,Male,47.0,7.0,106854.21,1.0,0,1,157959.02
217,695.0,Male,46.0,7.0,49512.55,1.0,1,0,133007.34
218,730.0,Female,33.0,9.0,0.0,2.0,0,0,176576.62
219,807.0,Male,43.0,1.0,105799.32,2.0,1,0,34888.04
220,592.0,Male,54.0,8.0,0.0,1.0,1,1,28737.71
221,726.0,Female,31.0,9.0,114722.05,2.0,1,1,98178.57
222,514.0,Male,30.0,7.0,0.0,1.0,0,1,125010.24
223,567.0,Male,42.0,2.0,0.0,2.0,1,1,167984.61
224,850.0,Male,33.0,10.0,0.0,1.0,1,0,4861.72
225,671.0,Male,45.0,6.0,99564.22,1.0,1,1,108872.45
226,670.0,Male,37.0,4.0,170557.91,2.0,1,0,198252.88
227,694.0,Female,30.0,9.0,0.0,2.0,1,1,26960.31
228,547.0,Female,39.0,6.0,74596.15,3.0,1,1,85746.52
229,751.0,Male,50.0,2.0,96888.39,1.0,1,0,77206.25
230,594.0,Female,29.0,3.0,130830.22,1.0,1,0,61048.53
231,673.0,Male,62.0,1.0,0.0,2.0,0,1,111981.19
232,610.0,Male,40.0,0.0,0.0,2.0,1,0,62232.6
233,512.0,Female,37.0,1.0,0.0,2.0,0,1,156105.03
234,767.0,Male,20.0,3.0,119714.25,2.0,0,1,150135.38
235,585.0,Female,62.0,5.0,113978.97,2.0,0,1,93146.11
236,763.0,Male,42.0,6.0,100160.75,1.0,1,0,33462.94
237,712.0,Female,29.0,2.0,0.0,1.0,1,1,144375.0
238,539.0,Female,43.0,3.0,116220.5,3.0,1,0,55803.96
239,668.0,Female,46.0,2.0,0.0,3.0,1,0,89048.46
240,703.0,Male,28.0,2.0,81173.83,2.0,0,1,162812.16
241,662.0,Male,38.0,4.0,0.0,2.0,1,0,136259.65
242,725.0,Female,39.0,5.0,116803.8,1.0,1,0,124052.97
243,703.0,Male,37.0,8.0,105961.68,2.0,0,1,74158.8
244,659.0,Male,62.0,6.0,117411.6,1.0,1,1,45071.09
245,523.0,Male,34.0,7.0,0.0,2.0,1,0,62030.06
246,635.0,Female,40.0,10.0,123497.58,1.0,1,0,131953.23
247,772.0,Male,26.0,7.0,152400.51,2.0,1,0,79414.0
248,545.0,Female,26.0,1.0,0.0,2.0,1,1,199638.56
249,634.0,Male,24.0,8.0,103097.85,1.0,1,1,157577.29
250,739.0,Male,54.0,8.0,126418.14,1.0,1,0,134420.75
251,771.0,Female,36.0,5.0,77846.9,1.0,0,0,99805.99
252,587.0,Female,34.0,1.0,0.0,2.0,1,1,97932.68
253,681.0,Male,62.0,0.0,0.0,2.0,0,1,170968.99
254,544.0,Male,37.0,2.0,79731.91,1.0,1,1,57558.95
255,696.0,Male,28.0,8.0,0.0,1.0,0,0,176713.47
256,766.0,Male,41.0,0.0,0.0,2.0,0,1,34283.23
257,727.0,Male,34.0,10.0,0.0,2.0,1,1,198637.34
258,671.0,Female,34.0,6.0,37266.67,2.0,0,0,156917.12
259,693.0,Female,30.0,6.0,127992.25,1.0,1,1,50457.2
260,850.0,Male,38.0,3.0,54901.01,1.0,1,1,140075.55
261,732.0,Male,42.0,9.0,108748.08,2.0,1,1,65323.11
262,726.0,Female,48.0,6.0,99906.19,1.0,1,0,64323.24
263,557.0,Female,32.0,6.0,184686.41,2.0,1,0,14956.44
264,682.0,Female,26.0,0.0,110654.02,1.0,0,1,111879.21
265,738.0,Male,31.0,9.0,79019.8,1.0,1,1,18606.23
266,531.0,Female,36.0,9.0,99240.51,1.0,1,0,123137.01
267,498.0,Male,34.0,2.0,0.0,2.0,1,1,148528.24
268,651.0,Male,36.0,7.0,0.0,2.0,1,0,13898.31
269,549.0,Female,39.0,7.0,0.0,1.0,0,0,81259.25
270,791.0,Female,35.0,7.0,52436.2,1.0,1,0,161051.75
271,650.0,Male,41.0,9.0,0.0,2.0,0,1,191599.67
272,733.0,Male,34.0,3.0,100337.96,3.0,1,0,48559.19
273,811.0,Female,34.0,1.0,149297.19,2.0,1,1,186339.74
274,707.0,Male,30.0,8.0,0.0,2.0,1,0,33159.37
275,712.0,Male,28.0,4.0,145605.44,1.0,0,1,93883.53
276,706.0,Female,37.0,7.0,0.0,2.0,1,1,110899.3
277,756.0,Male,62.0,3.0,0.0,1.0,1,1,11199.04
278,777.0,Female,53.0,10.0,0.0,2.0,1,0,189992.97
279,646.0,Male,35.0,6.0,84026.86,1.0,0,1,164255.69
280,714.0,Male,46.0,1.0,0.0,1.0,1,0,152167.79
281,782.0,Male,39.0,8.0,0.0,2.0,1,1,33949.67
282,775.0,Male,29.0,10.0,0.0,2.0,1,1,68143.93
283,479.0,Male,35.0,4.0,138718.92,1.0,1,1,47251.79
285,799.0,Female,22.0,8.0,174185.98,2.0,0,1,192633.85
287,602.0,Male,29.0,5.0,103907.28,1.0,1,0,161229.84
288,475.0,Female,32.0,8.0,119023.28,1.0,1,0,100816.29
289,744.0,Female,26.0,5.0,166297.89,1.0,1,1,181694.44
290,588.0,Male,34.0,10.0,0.0,2.0,1,0,79078.91
291,703.0,Male,42.0,9.0,63227.0,1.0,0,1,137316.32
292,747.0,Female,41.0,5.0,94521.17,2.0,1,0,194926.86
293,583.0,Male,27.0,7.0,0.0,2.0,1,0,51285.49
294,750.0,Female,34.0,9.0,112822.26,1.0,0,0,150401.53
295,681.0,Male,38.0,3.0,0.0,2.0,1,1,112491.96
296,773.0,Male,25.0,2.0,135903.33,1.0,1,0,73656.38
297,714.0,Female,31.0,4.0,125169.26,1.0,1,1,106636.89
298,687.0,Female,44.0,7.0,0.0,3.0,1,0,155853.52
299,511.0,Male,58.0,0.0,149117.31,1.0,1,1,162599.51
300,627.0,Male,33.0,5.0,0.0,2.0,1,1,103737.82
301,694.0,Female,31.0,10.0,0.0,2.0,1,0,160990.27
302,616.0,Female,36.0,6.0,132311.71,1.0,0,0,15462.84
303,687.0,Male,35.0,8.0,0.0,2.0,1,0,10334.05
305,553.0,Male,33.0,4.0,118082.89,1.0,0,0,94440.45
306,667.0,Male,31.0,1.0,119266.69,1.0,1,1,28257.63
307,731.0,Male,43.0,2.0,0.0,1.0,1,1,170034.95
308,629.0,Male,35.0,7.0,156847.29,2.0,1,0,31824.29
309,614.0,Male,50.0,4.0,137104.47,1.0,1,0,127166.49
310,438.0,Male,31.0,8.0,78398.69,1.0,1,0,44937.01
311,652.0,Female,62.0,4.0,0.0,2.0,1,1,188603.07
312,729.0,Male,30.0,6.0,63669.42,1.0,1,0,145111.37
313,642.0,Male,38.0,3.0,0.0,2.0,0,0,171463.83
314,806.0,Female,59.0,0.0,135296.33,1.0,1,0,182822.5
315,744.0,Male,36.0,2.0,153804.44,1.0,1,1,87213.33
316,474.0,Male,37.0,3.0,0.0,2.0,0,0,57175.32
317,559.0,Male,49.0,2.0,147069.78,1.0,1,0,120540.83
318,706.0,Male,42.0,9.0,0.0,2.0,1,1,28714.34
319,628.0,Female,22.0,3.0,0.0,1.0,1,0,85426.28
320,429.0,Male,24.0,4.0,95741.75,1.0,1,0,46170.75
321,525.0,Female,57.0,2.0,145965.33,1.0,1,1,64448.36
322,680.0,Female,30.0,8.0,141441.75,1.0,1,1,16278.97
323,749.0,Male,40.0,1.0,139290.41,1.0,1,0,182855.42
324,763.0,Female,31.0,4.0,0.0,2.0,0,0,50404.72
325,734.0,Male,30.0,3.0,0.0,2.0,1,0,107640.25
326,716.0,Male,35.0,4.0,144428.87,1.0,1,0,134132.65
327,594.0,Male,35.0,2.0,0.0,2.0,1,0,103480.69
328,644.0,Female,46.0,9.0,95441.27,1.0,1,0,108761.05
329,671.0,Male,35.0,1.0,144848.74,1.0,1,1,179012.3
330,664.0,Male,26.0,7.0,116244.14,2.0,1,1,95145.14
331,656.0,Male,50.0,7.0,0.0,2.0,0,1,72143.44
332,667.0,Female,40.0,1.0,146502.07,1.0,1,0,19162.89
333,663.0,Male,44.0,2.0,117028.6,2.0,0,1,144680.18
334,584.0,Female,30.0,8.0,112013.81,1.0,1,0,177772.03
335,626.0,Female,37.0,6.0,108269.37,1.0,1,0,5597.94
336,485.0,Male,29.0,7.0,182123.79,1.0,1,0,116828.51
337,659.0,Female,32.0,3.0,150923.74,2.0,0,1,174652.51
338,649.0,Male,33.0,2.0,0.0,2.0,1,0,2010.98
339,805.0,Female,39.0,5.0,165272.13,1.0,1,0,14109.85
340,716.0,Female,39.0,10.0,115301.31,1.0,1,0,43527.4
341,642.0,Female,40.0,6.0,129502.49,2.0,0,1,86099.23
342,659.0,Male,31.0,4.0,118342.26,1.0,0,0,161574.19
343,545.0,Female,47.0,5.0,0.0,2.0,1,1,38970.14
344,543.0,Male,22.0,8.0,0.0,2.0,0,0,127587.22
345,718.0,Female,25.0,7.0,0.0,2.0,1,0,30380.12
347,630.0,Female,34.0,9.0,106937.05,2.0,1,0,138275.01
348,643.0,Male,59.0,3.0,170331.37,1.0,1,1,32171.79
349,654.0,Female,32.0,1.0,114510.85,1.0,1,1,126143.23
350,582.0,Male,39.0,5.0,0.0,2.0,1,1,129892.93
351,659.0,Male,32.0,3.0,107594.11,2.0,1,1,102416.84
352,762.0,Male,39.0,2.0,81273.13,1.0,1,1,18719.67
353,568.0,Female,32.0,7.0,169399.6,1.0,1,0,61936.22
354,670.0,Male,25.0,6.0,0.0,2.0,1,1,78358.94
355,613.0,Female,45.0,1.0,187841.99,2.0,1,1,147224.27
356,539.0,Male,30.0,0.0,0.0,2.0,1,0,160979.66
357,850.0,Male,57.0,8.0,126776.3,2.0,1,1,132298.49
358,522.0,Male,34.0,9.0,126436.29,1.0,1,0,174248.52
359,737.0,Male,41.0,1.0,101960.74,1.0,1,1,123547.28
360,520.0,Male,58.0,3.0,0.0,2.0,0,1,32790.02
361,706.0,Male,28.0,3.0,0.0,2.0,0,1,181543.67
362,643.0,Female,45.0,2.0,150842.93,1.0,0,1,2319.96
363,648.0,Female,50.0,9.0,102535.57,1.0,1,1,189543.19
364,443.0,Female,29.0,9.0,99027.61,2.0,1,0,10940.4
365,640.0,Male,62.0,9.0,0.0,2.0,1,1,199493.38
366,628.0,Female,33.0,3.0,0.0,1.0,1,1,188193.25
367,540.0,Female,42.0,9.0,87271.41,2.0,1,0,172572.64
368,460.0,Female,35.0,8.0,102742.91,2.0,1,1,189339.6
369,636.0,Male,34.0,2.0,40105.51,2.0,0,1,53512.16
370,593.0,Female,29.0,2.0,152265.43,1.0,1,0,34004.44
371,801.0,Male,42.0,4.0,141947.67,1.0,1,1,10598.29
372,640.0,Female,62.0,1.0,106307.91,2.0,0,1,113428.77
373,611.0,Male,31.0,0.0,107884.81,2.0,1,1,183487.98
374,802.0,Male,31.0,1.0,125013.72,1.0,1,1,187658.09
375,717.0,Male,35.0,7.0,58469.37,2.0,1,1,172459.39
376,769.0,Female,39.0,8.0,0.0,1.0,0,1,21016.0
377,745.0,Male,45.0,10.0,117231.63,3.0,1,1,122381.02
378,572.0,Male,35.0,4.0,152390.26,1.0,1,0,128123.66
379,629.0,Female,30.0,2.0,34013.63,1.0,1,0,19570.63
380,687.0,Female,39.0,2.0,0.0,3.0,0,0,188150.6
381,483.0,Female,50.0,9.0,0.0,2.0,1,1,111020.24
382,690.0,Male,36.0,7.0,101583.11,2.0,1,0,123775.15
383,492.0,Female,30.0,10.0,77168.87,2.0,0,1,146700.22
384,709.0,Male,28.0,8.0,124695.72,2.0,1,0,145251.35
385,705.0,Male,44.0,3.0,105934.96,1.0,1,0,82463.69
386,560.0,Female,62.0,9.0,0.0,1.0,1,1,15928.49
387,611.0,Male,46.0,6.0,0.0,2.0,1,0,45886.33
388,730.0,Male,62.0,2.0,0.0,2.0,1,1,186489.95
389,709.0,Female,45.0,2.0,0.0,2.0,0,1,162922.65
390,544.0,Female,21.0,10.0,161525.96,2.0,1,0,9262.77
391,712.0,Female,29.0,7.0,147199.07,1.0,1,1,84932.4
392,752.0,Male,38.0,3.0,183102.29,1.0,1,1,71557.12
393,648.0,Male,46.0,9.0,127209.0,2.0,1,0,77405.95
394,556.0,Male,38.0,8.0,0.0,2.0,0,0,417.41
395,594.0,Female,24.0,0.0,97378.54,1.0,1,1,71405.17
396,645.0,Female,37.0,2.0,136925.09,2.0,0,1,153400.24
397,557.0,Male,33.0,3.0,54503.55,1.0,1,1,371.05
398,547.0,Male,32.0,8.0,155726.85,1.0,1,0,67789.99
399,701.0,Female,39.0,9.0,0.0,2.0,0,1,145894.9
400,616.0,Female,62.0,1.0,135842.41,1.0,1,0,183840.51
401,605.0,Male,52.0,1.0,63349.75,1.0,1,0,108887.44
402,593.0,Female,38.0,4.0,129499.42,1.0,1,1,154071.27
403,751.0,Male,52.0,8.0,0.0,2.0,0,1,179291.85
404,443.0,Male,36.0,6.0,70438.01,2.0,0,1,56937.43
405,685.0,Male,23.0,8.0,0.0,2.0,1,1,112239.03
406,718.0,Male,36.0,9.0,0.0,1.0,1,0,45909.87
