CustomerID,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
206,550,Male,37,3,0,1,1,1,179670.31
207,608,Female,41,3,89763.84,1,0,0,199304.74
208,618,Male,34,5,134954.53,1,1,1,151954.39
209,643,Male,45,5,0,1,1,0,142513.5
210,671,Male,45,2,106376.85,1,0,1,158264.62
211,689,Male,33,2,161814.64,2,1,0,169381.9
212,603,Male,31,8,0,2,1,1,169915.02
213,620,female,41,9,0,2,0,0,88852.47
214,676,Female,34,1,63095.01,1,1,1,40645.81
215,572,Male,26,4,118287.01,2,0,0,60427.3
216,668,Male,47,7,106854.21,1,0,1,157959.02
217,695,Male,46,7,49512.55,1,1,0,133007.34
218,730,F,33,9,0,2,0,0,176576.62
219,807,Male,43,1,105799.32,2,1,0,34888.04
220,592,Male,54,8,0,1,1,1,28737.71
221,726,Female,31,9,114722.05,2,1,1,98178.57
222,514,Male,30,7,0,1,0,1,125010.24
223,567,Male,42,2,0,2,1,1,167984.61
224,850,Male,33,10,0,1,1,0,4861.72
225,671,Male,45,6,99564.22,1,1,1,108872.45
226,670,Male,37,4,170557.91,2,1,0,198252.88
227,694,Female,30,9,0,2,1,1,26960.31
228,547,Female,39,6,74596.15,3,1,1,85746.52
229,751,M,50,2,96888.39,1,1,0,77206.25
230,594,Female,29,3,130830.22,1,1,0,61048.53
231,673,Male,72,1,0,2,0,1,111981.19
232,610,Male,40,0,0,2,1,0,62232.6
233,512,Female,37,1,0,2,0,1,156105.03
234,767,Male,20,3,119714.25,2,0,1,150135.38
235,585,Female,67,5,113978.97,2,0,1,93146.11
236,763,Male,42,6,100160.75,1,1,0,33462.94
237,712,Female,29,2,0,1,1,1,144375
238,539,Female,43,3,116220.5,3,1,0,55803.96
239,668,Female,46,2,0,3,1,0,89048.46
240,703,Male,28,2,81173.83,2,0,1,162812.16
241,662,Male,38,4,0,2,1,0,136259.65
242,725,Female,39,5,116803.8,1,1,0,124052.97
243,703,,37,8,105961.68,2,0,1,74158.8
244,659,Male,67,6,117411.6,1,1,1,45071.09
245,523,Male,34,7,0,2,1,0,62030.06
246,635,Female,40,10,123497.58,1,1,0,131953.23
247,772,Male,26,7,152400.51,2,1,0,79414
248,545,Female,26,1,0,2,1,1,199638.56
249,634,Male,24,8,103097.85,1,1,1,157577.29
250,739,Male,54,8,126418.14,1,1,0,134420.75
251,771,Female,36,5,77846.9,1,0,0,99805.99
252,587,Female,34,1,0,2,1,1,97932.68
253,681,,79,0,0,2,0,1,170968.99
254,544,Male,37,2,79731.91,1,1,1,57558.95
255,696,Male,28,8,0,1,0,0,176713.47
256,766,Male,41,0,0,2,0,1,34283.23
257,727,Male,34,10,0,2,1,1,198637.34
258,671,Female,34,6,37266.67,2,0,0,156917.12
259,693,Female,30,6,127992.25,1,1,1,50457.2
260,850,Male,38,3,54901.01,1,1,1,140075.55
261,732,Male,42,9,108748.08,2,1,1,65323.11
262,726,Female,48,6,99906.19,1,1,0,64323.24
263,557,Female,32,6,184686.41,2,1,0,14956.44
264,682,Female,26,0,110654.02,1,0,1,111879.21
265,738,Male,31,9,79019.8,1,1,1,18606.23
266,531,Female,36,9,99240.51,1,1,0,123137.01
267,498,Male,34,2,0,2,1,1,148528.24
268,651,Male,36,7,0,2,1,0,13898.31
269,549,Female,39,7,0,1,0,0,81259.25
270,791,Female,35,7,52436.2,1,1,0,161051.75
271,650,Male,41,9,0,2,0,1,191599.67
272,733,Male,34,3,100337.96,3,1,0,48559.19
273,811,Female,34,1,149297.19,2,1,1,186339.74
274,707,Male,30,8,0,2,1,0,33159.37
275,712,Male,28,4,145605.44,1,0,1,93883.53
276,706,Female,37,7,0,2,1,1,110899.3
277,756,Male,62,3,0,1,1,1,11199.04
278,777,Female,53,10,0,2,1,0,189992.97
279,646,Male,35,6,84026.86,1,0,1,164255.69
280,714,Male,46,1,0,1,1,0,152167.79
281,782,Male,39,8,0,2,1,1,33949.67
282,775,Male,29,10,0,2,1,1,68143.93
283,479,Male,35,4,138718.92,1,1,1,47251.79
284,807,Male,42,,118274.71,1,1,1,25885.72
285,799,Female,22,8,174185.98,2,0,1,192633.85
286,675,,40,7,,2,1,0,34577.36
287,602,Male,29,5,103907.28,1,1,0,161229.84
288,475,Female,32,8,119023.28,1,1,0,100816.29
289,744,Female,26,5,166297.89,1,1,1,181694.44
290,588,Male,34,10,0,2,1,0,79078.91
291,703,Male,42,9,63227,1,0,1,137316.32
292,747,Female,41,5,94521.17,2,1,0,194926.86
293,583,Male,27,7,0,2,1,0,51285.49
294,750,Female,34,9,112822.26,1,0,0,150401.53
295,681,Male,38,3,0,2,1,1,112491.96
296,773,Male,25,2,135903.33,1,1,0,73656.38
297,714,Female,31,4,125169.26,1,1,1,106636.89
298,687,Female,44,7,0,3,1,0,155853.52
299,511,Male,58,0,149117.31,1,1,1,162599.51
300,627,Male,33,5,0,2,1,1,103737.82
301,694,Female,31,10,0,2,1,0,160990.27
302,616,Female,36,6,132311.71,1,0,0,15462.84
303,687,Male,35,8,0,2,1,0,10334.05
304,712,Female,33,,0,2,1,1,190686.16
305,553,Male,33,4,118082.89,1,0,0,94440.45
306,667,Male,31,1,119266.69,1,1,1,28257.63
307,731,Male,43,2,0,1,1,1,170034.95
308,629,Male,35,7,156847.29,2,1,0,31824.29
309,614,Male,50,4,137104.47,1,1,0,127166.49
310,438,Male,31,8,78398.69,1,1,0,44937.01
311,652,Female,80,4,0,2,1,1,188603.07
312,729,Male,30,6,63669.42,1,1,0,145111.37
313,642,Male,38,3,0,2,0,0,171463.83
314,806,Female,59,0,135296.33,1,1,0,182822.5
315,744,Male,36,2,153804.44,1,1,1,87213.33
316,474,Male,37,3,0,2,0,0,57175.32
317,559,Male,49,2,147069.78,1,1,0,120540.83
318,706,Male,42,9,0,2,1,1,28714.34
319,628,Female,22,3,0,1,1,0,85426.28
320,429,Male,24,4,95741.75,1,1,0,46170.75
321,525,Female,57,2,145965.33,1,1,1,64448.36
322,680,Female,30,8,141441.75,1,1,1,16278.97
323,749,Male,40,1,139290.41,1,1,0,182855.42
324,763,Female,31,4,0,2,0,0,50404.72
325,734,Male,30,3,0,2,1,0,107640.25
326,716,Male,35,4,144428.87,1,1,0,134132.65
327,594,Male,35,2,0,2,1,0,103480.69
328,644,Female,46,9,95441.27,1,1,0,108761.05
329,671,Male,35,1,144848.74,1,1,1,179012.3
330,664,Male,26,7,116244.14,2,1,1,95145.14
331,656,Male,50,7,0,2,0,1,72143.44
332,667,Female,40,1,146502.07,1,1,0,19162.89
333,663,Male,44,2,117028.6,2,0,1,144680.18
334,584,Female,30,8,112013.81,1,1,0,177772.03
335,626,Female,37,6,108269.37,1,1,0,5597.94
336,485,Male,29,7,182123.79,1,1,0,116828.51
337,659,Female,32,3,150923.74,2,0,1,174652.51
338,649,Male,33,2,0,2,1,0,2010.98
339,805,Female,39,5,165272.13,1,1,0,14109.85
340,716,Female,39,10,115301.31,1,1,0,43527.4
341,642,Female,40,6,129502.49,2,0,1,86099.23
342,659,Male,31,4,118342.26,1,0,0,161574.19
343,545,Female,47,5,0,2,1,1,38970.14
344,543,Male,22,8,0,2,0,0,127587.22
345,718,Female,25,7,0,2,1,0,30380.12
346,840,Female,43,,0,2,1,0,90908.95
347,630,Female,34,9,106937.05,2,1,0,138275.01
348,643,Male,59,3,170331.37,1,1,1,32171.79
349,654,Female,32,1,114510.85,1,1,1,126143.23
350,582,Male,39,5,0,2,1,1,129892.93
351,659,Male,32,3,107594.11,2,1,1,102416.84
352,762,Male,39,2,81273.13,1,1,1,18719.67
353,568,Female,32,7,169399.6,1,1,0,61936.22
354,670,Male,25,6,0,2,1,1,78358.94
355,613,Female,45,1,187841.99,2,1,1,147224.27
356,539,Male,30,0,0,2,1,0,160979.66
357,850,,57,8,126776.3,2,1,1,132298.49
358,522,Male,34,9,126436.29,1,1,0,174248.52
359,737,Male,41,1,101960.74,1,1,1,123547.28
360,520,Male,58,3,0,2,0,1,32790.02
361,706,Male,28,3,0,2,0,1,181543.67
362,643,Female,45,2,150842.93,1,0,1,2319.96
363,648,Female,50,9,102535.57,1,1,1,189543.19
364,443,Female,29,9,99027.61,2,1,0,10940.4
365,640,Male,68,9,0,2,1,1,199493.38
366,628,Female,33,3,0,1,1,1,188193.25
367,540,Female,42,9,87271.41,2,1,0,172572.64
368,460,Female,35,8,102742.91,2,1,1,189339.6
369,636,Male,34,2,40105.51,2,0,1,53512.16
370,593,Female,29,2,152265.43,1,1,0,34004.44
371,801,Male,42,4,141947.67,1,1,1,10598.29
372,640,Female,75,1,106307.91,2,0,1,113428.77
373,611,Male,31,0,107884.81,2,1,1,183487.98
374,802,Male,31,1,125013.72,1,1,1,187658.09
375,717,Male,35,7,58469.37,2,1,1,172459.39
376,769,Female,39,8,0,1,0,1,21016
377,745,,45,10,117231.63,3,1,1,122381.02
378,572,Male,35,4,152390.26,1,1,0,128123.66
379,629,Female,30,2,34013.63,1,1,0,19570.63
380,687,Female,39,2,0,3,0,0,188150.6
381,483,Female,50,9,0,2,1,1,111020.24
382,690,Male,36,7,101583.11,2,1,0,123775.15
383,492,Female,30,10,77168.87,2,0,1,146700.22
384,709,Male,28,8,124695.72,2,1,0,145251.35
385,705,Male,44,3,105934.96,1,1,0,82463.69
386,560,Female,66,9,0,1,1,1,15928.49
387,611,Male,46,6,0,2,1,0,45886.33
388,730,Male,62,2,0,2,1,1,186489.95
389,709,Female,45,2,0,2,0,1,162922.65
390,544,Female,21,10,161525.96,2,1,0,9262.77
391,712,Female,29,7,147199.07,1,1,1,84932.4
392,752,Male,38,3,183102.29,1,1,1,71557.12
393,648,Male,46,9,127209,2,1,0,77405.95
394,556,Male,38,8,0,2,0,0,417.41
395,594,Female,24,0,97378.54,1,1,1,71405.17
396,645,Female,37,2,136925.09,2,0,1,153400.24
397,557,Male,33,3,54503.55,1,1,1,371.05
398,547,Male,32,8,155726.85,1,1,0,67789.99
399,701,Female,39,9,0,2,0,1,145894.9
400,616,Female,66,1,135842.41,1,1,0,183840.51
401,605,Male,52,1,63349.75,1,1,0,108887.44
402,593,Female,38,4,129499.42,1,1,1,154071.27
403,751,Male,52,8,0,2,0,1,179291.85
404,443,Male,36,6,70438.01,2,0,1,56937.43
405,685,Male,23,8,0,2,1,1,112239.03
406,718,Male,36,9,0,1,1,0,45909.87
407,538,Female,49,9,141434.04,1,0,0,173779.25
408,611,Female,37,4,0,2,1,0,125696.26
409,668,Male,37,10,152958.29,2,1,1,159585.61
410,537,Female,41,3,138306.34,1,1,0,106761.47
411,709,Male,23,10,0,2,0,0,129590.18
412,850,Male,38,1,0,2,1,1,80006.65
413,745,,31,3,124328.84,1,1,1,140451.52
414,693,Female,41,9,181461.48,3,1,1,187929.43
415,795,Male,35,8,0,2,1,0,167155.36
416,626,Male,26,8,0,2,0,0,191420.71
417,487,Female,61,5,110368.03,1,0,0,11384.45
418,556,Female,39,9,89588.35,1,1,1,94898.1
419,643,Female,46,6,0,2,0,0,106781.59
420,605,Female,28,6,0,2,0,0,159508.52
421,756,Female,60,3,115924.89,1,1,0,93524.19
422,586,Female,38,2,0,2,1,0,87168.46
423,535,Male,40,7,111756.5,1,1,0,8128.32
424,678,Female,35,4,0,1,1,0,125518.32
425,596,Male,39,9,0,1,1,0,48963.59
426,648,Male,26,9,162923.85,1,1,0,98368.24
427,492,Male,39,10,124576.65,2,1,0,148584.61
428,702,Male,45,0,80793.58,1,1,1,27474.81
429,486,Female,40,9,71340.09,1,1,0,76192.21
430,568,Male,40,1,99282.63,1,0,0,134600.94
431,619,,57,3,137946.39,1,1,1,72467.99
432,724,Male,41,2,127892.57,2,0,1,199645.45
433,548,Female,33,0,101084.36,1,1,0,42749.85
434,545,Female,37,8,114754.08,1,1,0,136050.44
435,683,Male,33,8,0,1,0,0,73564.44
436,762,Female,51,3,99286.98,1,0,1,85578.63
437,627,Female,30,4,79871.02,2,1,0,129826.89
438,516,Male,35,10,104088.59,2,0,0,119666
439,800,Female,38,2,168190.33,2,1,0,68052.08
440,464,Female,42,3,85679.25,1,1,1,164104.74
441,626,Female,35,3,0,1,0,0,80190.36
442,790,Female,31,9,0,2,1,0,84126.75
443,534,Female,34,7,121551.58,2,1,1,70179
444,745,Male,46,2,122220.19,1,1,1,118024.1
445,553,male,47,3,116528.15,1,0,0,145704.19
446,748,Female,26,1,77780.29,1,0,1,183049.41
447,722,Male,37,2,0,1,0,0,120906.83
448,501,Male,40,4,125832.2,1,1,1,100433.83
449,675,Female,38,6,68065.8,1,0,0,138777
450,778,Female,47,6,127299.34,2,1,0,124694.99
451,494,Female,38,7,174937.64,1,1,0,40084.32
452,850,Male,40,9,0,2,0,1,119232.33
453,592,Male,31,7,110071.1,1,0,0,43921.36
454,590,Female,44,3,139432.37,1,1,0,62222.81
455,758,Female,39,6,127357.76,1,0,1,56577
456,506,Male,36,5,0,2,1,0,164253.35
457,733,Male,33,3,0,1,1,1,7666.73
458,711,Male,38,3,0,2,1,0,68487.51
459,514,Male,43,1,95556.31,1,0,1,199273.98
460,637,Male,37,8,0,1,1,1,186062.36
461,468,Male,29,1,111681.98,2,1,1,195711.16
462,539,Male,39,3,0,2,1,0,36692.17
463,509,Female,25,3,108738.71,2,1,0,106920.57
464,662,Female,32,4,133950.37,1,1,1,48725.68
465,818,Male,26,4,0,2,1,1,167036.94
466,608,Male,33,9,89968.69,1,1,0,68777.26
467,850,Female,32,9,0,2,1,1,18924.92
468,816,Female,38,5,130878.75,3,1,0,71905.77
469,536,Male,35,8,0,2,1,0,64833.28
470,753,Male,35,3,0,2,1,1,184843.77
471,631,Male,27,10,134169.62,1,1,1,176730.02
472,703,Male,37,1,149762.08,1,1,0,20629.4
473,774,Male,26,2,93844.69,1,1,0,28415.36
474,785,Male,28,8,0,2,1,0,77231.27
475,571,Female,33,1,0,2,1,0,102750.7
476,621,Male,46,6,141078.37,1,0,0,34580.8
477,605,Female,31,1,117992.59,1,1,1,183598.77
478,611,Female,40,8,100812.33,2,1,0,147358.27
479,569,Male,38,7,0,1,1,1,108469.2
480,658,Male,29,4,80262.6,1,1,1,20612.82
481,788,Male,34,6,156478.62,1,0,1,181196.76
482,525,Female,23,5,0,2,1,0,160249.1
483,798,Male,37,8,0,3,0,0,110783.28
484,486,Male,37,9,115217.99,2,1,0,144995.33
485,615,Male,61,9,0,2,1,0,150227.85
486,730,Female,35,0,155470.55,1,1,1,53718.28
487,641,Male,37,7,0,2,1,0,75248.3
488,542,Male,39,3,135096.77,1,1,1,14353.43
489,692,Male,30,2,0,2,0,1,130486.57
490,714,Female,55,9,180075.22,1,1,1,100127.71
491,591,Male,29,1,97541.24,1,1,1,196356.17
492,710,Female,41,2,156067.05,1,1,1,9983.88
493,639,Female,38,4,81550.94,2,0,1,118974.77
494,531,Female,47,6,0,1,0,0,194998.34
495,673,Female,38,2,170061.92,2,0,0,134901.34
496,765,Male,36,8,92310.54,2,1,1,72924.56
497,622,Female,32,6,169089.38,2,1,0,101057.95
498,806,Male,40,5,80613.93,1,1,1,142838.64
499,757,Male,26,8,121581.56,2,1,1,127059.04
500,570,Female,58,8,0,1,0,1,116503.92
501,555,Male,32,4,0,2,1,1,54405.79
502,692,Male,54,5,0,2,1,1,88721.84
503,774,Male,60,5,85891.55,1,1,0,74135.48
504,638,Male,44,9,77637.35,2,1,1,111346.22
505,543,Female,41,4,0,1,0,0,194902.16
506,584,Male,31,5,0,2,1,0,31474.27
507,691,Male,30,7,116927.89,1,1,0,21198.39
508,684,Female,40,6,137326.65,1,1,0,186976.6
509,733,Male,22,5,0,2,1,1,117202.19
510,599,Female,37,2,0,2,1,1,143739.29
511,524,Female,31,10,67238.98,2,1,1,161811.23
512,632,Female,38,6,86569.76,2,1,0,98090.91
513,735,Male,34,5,0,2,0,0,71095.41
514,734,Male,34,6,133598.4,1,1,1,13107.24
515,605,Female,51,3,136188.78,1,1,1,67110.59
516,793,Male,38,9,0,2,1,0,88225.02
517,468,Female,56,10,0,3,0,1,62256.87
518,779,Male,37,7,120092.52,2,1,0,135925.72
519,698,Male,48,4,101238.24,2,0,1,177815.87
520,707,Male,58,6,89685.92,1,0,1,126471.13
521,850,Female,35,1,211774.31,1,1,0,188574.12
522,850,Male,56,7,131317.48,1,1,1,119175.45
523,527,Male,37,5,93722.73,2,1,1,139093.73
524,696,Male,32,8,101160.99,1,1,1,115916.55
525,661,Male,48,3,120320.54,1,0,0,96463.25
526,776,Female,31,2,0,2,1,1,112349.51
527,701,Male,43,2,0,2,1,1,165303.79
528,610,Male,26,8,0,2,1,0,166031.08
529,572,Female,48,3,152827.99,1,1,0,38411.79
530,673,Male,30,1,64097.75,1,1,1,77783.35
531,519,Female,57,2,119035.35,2,1,1,29871.79
532,702,Female,26,4,135219.57,1,0,1,59747.63
533,729,Male,32,6,93694.42,1,1,1,79919.13
534,543,Male,35,10,59408.63,1,1,0,76773.53
535,550,Female,40,7,114354.95,1,1,0,54018.93
536,608,Male,59,1,0,1,1,0,70649.64
537,639,Male,35,10,128173.9,2,1,0,59093.39
538,686,Male,34,9,0,2,1,0,127569.8
539,564,Female,62,5,114931.35,3,0,1,18260.98
